time.seconds,meta.browser,meta.OS,meta.resolution,sample,subject,condition,condition.sample,time.instructions1,time.instructions2,time.instructions3,warmup.time,threatens.time,shoves.time,slaps.time,pepper.time,hose.time,hurts.time,baton.time,taser.time,knocks.time,beatup.time,gas.time,rubber.time,finger.time,chokes.time,prod.time,burns.time,legs.time,stabs.time,shoots.time,torture.time,blinds.time,paralyze.time,kills.time,torkill.time,warmup.answer,threatens.answer,shoves.answer,slaps.answer,pepper.answer,hose.answer,hurts.answer,baton.answer,taser.answer,knocks.answer,beatup.answer,gas.answer,rubber.answer,finger.answer,chokes.answer,prod.answer,burns.answer,legs.answer,stabs.answer,shoots.answer,torture.answer,blinds.answer,paralyze.answer,kills.answer,torkill.answer,warmup.positive,threatens.positive,shoves.positive,slaps.positive,pepper.positive,hose.positive,hurts.positive,baton.positive,taser.positive,knocks.positive,beatup.positive,gas.positive,rubber.positive,finger.positive,chokes.positive,prod.positive,burns.positive,legs.positive,stabs.positive,shoots.positive,torture.positive,blinds.positive,paralyze.positive,kills.positive,torkill.positive,warmup.negative,threatens.negative,shoves.negative,slaps.negative,pepper.negative,hose.negative,hurts.negative,baton.negative,taser.negative,knocks.negative,beatup.negative,gas.negative,rubber.negative,finger.negative,chokes.negative,prod.negative,burns.negative,legs.negative,stabs.negative,shoots.negative,torture.negative,blinds.negative,paralyze.negative,kills.negative,torkill.negative,warmup.confidence,threatens.confidence,shoves.confidence,slaps.confidence,pepper.confidence,hose.confidence,hurts.confidence,baton.condifence,taser.confidence,knocks.confidence,beatup.confidence,gas.confidence,rubber.confidence,finger.confidence,chokes.confidence,prod.confidence,burns.confidence,legs.confidence,stabs.confidence,shoots.confidence,torture.confidence,blinds.confidence,paralyze.confidence,kills.confidence,torkill.confidence,order.threat,order.shove,order.hose,order.taser,order.pepper,order.tear,order.slap,order.hurt,order.baton,order.rubber,order.beats,order.knocks,order.choke,order.prod,order.stab,order.finger,order.shoots,order.burns,order.legs,order.blinds,order.paralyze,order.torture,order.kill,order.torturekill,md.MoralJustification,md.EuphemisticLabel,md.AdvComparison,md.DisplaceResp,md.DiffusionRes,md.DistortConseq,md.AttributeBlame,md.Dehumanization,md.Index,demo.age,demo.age.thirds,demo.gender,demo.gender.code,demo.race,demo.race.code,demo.race.binary,comments,attn.check.1,attn.check.2,attn.check.sum,md.moraljustification.split,md.dispresp.split,md.distortconseq.split,md.dehumanization.split,md.euphamistic.split,md.advcompare.split,md.diffusionresp.split,md.attribute.blame.split,md.index.split,filter_$,warmup.time.clean,threatens.time.clean,shoves.time.clean,slaps.time.clean,pepper.time.clean,hose.time.clean,hurts.time.clean,baton.time.clean,taser.time.clean,knocks.time.clean,beatup.time.clean,gas.time.clean,rubber.time.clean,finger.time.clean,chokes.time.clean,prod.time.clean,burns.time.clean,legs.time.clean,stabs.time.clean,shoots.time.clean,torture.time.clean,blinds.time.clean,paralyze.time.clean,kills.time.clean,torkill.time.clean,time.global.avg,time.clean.global.avg,harm1,harm2,harm3,harm4,harm5,harm6,fair1,fair2,fair3,fair4,fair5,fair6,loyal1,loyal2,loyal3,loyal4,loyal5,loyal6,authority1,authority2,authority3,authority4,authority5,authority6,purity1,purity2,purity3,purity4,purity5,purity6,MFQ.Harm,MFQ.Fair,MFQ.Loyal,MFQ.Authority,MFQ.Purity,MFQ.Harm.Split,MFQ.Fair.Split,MFQ.Loyal.Split,MFQ.Authority.Split,MFQ.Purity.Split,Harm_Salience,Fairness_Salience,Loyalty_Salience,Authority_Salience,Purity_Salience
931,Chrome,Windows NT 6.3,1920x1080,2,674,2,4,2.65,5.13,4.48,1.91,3.01,1.15,1.88,.96,1.56,.96,1.14,4.07,1.44,1.04,1.04,1.61,255.68,1.1,1.07,1.2,.97,1.34,.85,1.07,1.31,2.02,3.27,12.95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,1,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,5,3,3,3,1,1,1,2,1,2,2,4,3,3,3,2,4,3,4,5,5,5,4,6,6,5,6,6,2.75,1.25,1.5,1.75,2.25,1.5,1.5,3,1.9375,25,2,Male,1,White/Non-Hispanic,12,2,None, , ,0,2,2,2,3,1,2,2,1,2,1,1.91,3.01,1.15,1.88,.96,1.56,.96,1.14,4.07,1.44,1.04,1.04,1.61,33.48,1.1,1.07,1.2,.97,1.34,.85,1.07,1.31,2.02,3.27,12.95,12.6120833333333,3.35375,6,6,6,6,6,2,6,6,6,6,4,1,1,4,1,5,2,3,6,3,6,5,1,2,6,5,3,2,2,2,5.33333333333333,4.83333333333333,2.66666666666667,3.83333333333333,3.33333333333333,3,2,2,2,2,High,Moderate,Moderate,Moderate,Moderate
725,Chrome,Macintosh,1440x900,2,668,1,3,1.54,3.03,3.85,16.65,1.49,8.62,4.35,2.07,5.81,1.91,4.22,10.68,1.71,1.27,3.99,2.8,1.62,2.65,17.3,1.99,3.14,15.8,2.07,1.77,3.38,3.46,7.2,17.43,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,3,3,3,3,1,4,4,4,4,5,3,3,4,4,3,4,4,4,4,2,4,2,4,2,4,2,2,2,2,2,4,3,2,3,2,3,2,3,2,3,3,3,2,3,3,2,4,2,4,3,3,3,3,3,3,5,3,4,4,4,3,3,3,4,3,4,4,3,3,2,3,3,4,4,4,3,3,4,3,4,1,1,2,6,1,4,2,3,5,3,1,2,3,2,4,3,4,5,4,6,5,5,6,6,3,2.75,3.25,2.75,2.75,1.75,2.75,2.75,2.71875,20,1,Female,2,Asian,1,1, , ,5,1,2,3,2,3,3,3,3,3,3,1,16.65,1.49,8.62,4.35,2.07,5.81,1.91,4.22,10.68,1.71,1.27,3.99,2.8,1.62,2.65,17.3,1.99,3.14,15.8,2.07,1.77,3.38,3.46,7.2,17.43,5.28041666666666,5.28041666666666,4,3,4,3,5,4,3,4,3,4,4,3,3,2,3,4,5,4,4,3,4,3,4,4,3,3,1,4,5,4,3.83333333333333,3.5,3.5,3.66666666666667,3.33333333333333,2,1,2,2,2,Moderate,Low,Moderate,Moderate,Moderate
1052,Chrome,Windows NT 10.0,1536x864,2,702,2,4,73.92,56.63,7.43,6.22,1.31,1.33,2.68,3.39,4.24,2.9,3.47,1.87,2,2.56,3.79,1.67,4.68,1.35,2.03,1.97,3.13,5.95,2.78,1.85,5.35,5.19,8.89,2.18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,3,5,5,5,5,5,5,5,4,5,4,4,3,4,5,2,4,3,1,3,4,3,2,2,4,4,1,1,1,1,1,1,1,2,2,2,2,3,2,1,4,1,3,5,4,3,4,4,4,2,2,5,5,5,5,5,5,4,4,5,4,4,4,4,5,2,4,3,4,3,4,2,4,3,3,4,2,1,2,3,4,2,1,1,3,5,6,3,4,2,3,4,4,1,5,6,6,5,5,6,1.25,1.25,1,1,2.25,1,1.75,1.25,1.34375,20,1,Male,1,White,12,2, , , ,0,1,1,1,1,1,1,2,2,1,1,6.22,1.31,1.33,2.68,3.39,4.24,2.9,3.47,1.87,2,2.56,3.79,1.67,4.68,1.35,2.03,1.97,3.13,5.95,2.78,1.85,5.35,5.19,8.89,2.18,3.19,3.19,4,4,5,4,6,5,2,3,4,4,3,4,2,3,4,5,3,2,5,2,3,6,2,4,5,4,1,5,3,2,4.66666666666667,3.33333333333333,3.16666666666667,3.66666666666667,3.33333333333333,2,1,2,2,2,Moderate,Low,Moderate,Moderate,Moderate
546,Chrome,Windows NT 6.1,1920x1080,1,255,1,1,1.5,.91,7.93,3.64,1.32,1.22,1.42,1.74,1.43,1.46,.96,2.13,6.03,1.5,1.39,1.8,5.19,1.77,1.09,.91,6.75,1.53,4.68,1.09,2.34,2.62,26,3.08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,6,3,5,4,4,3,4,3,3,3,4,4,4,3,3,4,3,3,3,4,3,3,3,3,2,3,1,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,3,4,5,3,5,3,3,3,3,3,4,3,3,4,5,3,2,3,4,5,3,4,4,3,3,4,3,1,1,4,5,2,3,1,1,3,2,2,2,4,3,6,5,6,4,4,5,6,3,6,5,1.75,1.75,2,1.75,2.5,2.25,1.25,2.25,1.9375,24,2,male,1,latino,4,1, , ,1,1,1,2,3,3,1,2,2,1,2,1,3.64,1.32,1.22,1.42,1.74,1.43,1.46,.96,2.13,6.03,1.5,1.39,1.8,5.19,1.77,1.09,.91,6.75,1.53,4.68,1.09,2.34,2.62,26,3.08,3.31041666666667,3.31041666666667,4,4,2,3,4,5,3,3,4,3,5,3,4,2,4,5,4,3,4,3,5,4,2,3,4,5,2,5,2,2,3.66666666666667,3.5,3.66666666666667,3.5,3.33333333333333,1,1,2,2,2,Low,Low,Moderate,Moderate,Moderate
1019,Safari,Macintosh,1440x900,2,567,1,3,4.27,3.05,4.81,2.6,9.72,1.84,15.5,2.79,4.02,7.91,19.66,3.55,19.06,1.62,3.2,2.02,1.69,8.19,6.52,2.31,20.63,4.6,1.6,1.18,21.4,1.69,2.54,3.66,1,1,1,1,3,3,3,1,1,1,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,2,2,1,3,4,4,4,2,2,4,4,4,4,4,4,4,5,4,5,3,2,3,3,3,2,3,4,4,3,2,3,3,4,4,2,2,3,2,2,2,2,2,2,5,3,3,4,3,3,3,3,2,2,3,3,4,3,3,2,3,3,3,4,4,4,4,4,4,1,2,3,1,2,4,1,1,3,2,3,3,5,4,6,4,5,2,4,5,5,6,6,6,2.5,2,1.25,2.25,2.25,1,2.5,1.25,1.875,18,1,Female,2,White,12,2, , , ,0,2,3,1,1,2,1,2,3,2,1,2.6,9.72,1.84,15.5,2.79,4.02,7.91,19.66,3.55,19.06,1.62,3.2,2.02,1.69,8.19,6.52,2.31,20.63,4.6,1.6,1.18,21.4,1.69,2.54,3.66,6.95416666666667,6.95416666666667,5,3,6,4,6,6,2,1,5,5,5,3,1,2,2,4,3,2,2,3,3,5,3,5,6,4,3,3,3,1,5,3.5,2.33333333333333,3.5,3.33333333333333,2,1,2,2,2,Moderate,Low,Moderate,Moderate,Moderate
1206,Firefox,Windows NT 10.0,1280x720,2,591,2,4,10.16,3.67,3.95,15.21,8.08,2.07,1.99,3.54,4.31,5.51,2.95,3.17,5.73,2.79,6.35,3.15,4.09,3.87,2.07,26.73,3.37,8.4,3.55,2.82,2.65,2.83,5.62,3.96,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,3,2,3,5,4,5,5,5,5,4,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,3,5,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,4,4,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,3,5,1,1,1,3,2,6,2,1,4,3,3,5,2,4,3,2,5,4,4,5,6,6,5,6,2,1,1,1.5,4.25,1.25,1.5,1.75,1.78125,20,1,Male,1,White,12,2,No, , ,0,1,1,1,2,1,1,3,1,1,1,15.21,8.08,2.07,1.99,3.54,4.31,5.51,2.95,3.17,5.73,2.79,6.35,3.15,4.09,3.87,2.07,26.73,3.37,8.4,3.55,2.82,2.65,2.83,5.62,3.96,4.98333333333333,4.98333333333333,3,5,6,5,6,6,5,6,4,6,6,1,2,1,1,6,2,1,1,1,3,6,4,6,2,3,4,4,2,5,5.16666666666667,4.66666666666667,2.16666666666667,3.5,3.33333333333333,2,2,1,2,2,Moderate,Moderate,Low,Moderate,Moderate
957,Firefox,Windows NT 10.0,1536x864,1,51,2,2,5.1,5.51,4.9,4.14,2.83,2.18,1.61,3.42,3.66,2.18,1.6,2.21,2.09,1.91,2.45,2.36,1.98,2.81,2.73,2.02,9.31,3.42,2.58,2.14,4,2.28,9.03,1.99,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,3,3,3,3,2,3,5,5,4,5,5,2,1,3,3,2,2,5,5,3,2,4,2,2,1,4,4,5,3,1,5,1,1,1,1,1,1,1,2,2,3,3,1,1,3,4,1,2,3,1,1,1,1,1,1,1,5,5,5,5,5,3,1,4,3,2,2,5,5,3,2,3,4,3,1,4,5,5,3,1,5,1,1,1,3,3,1,2,5,2,2,2,3,3,4,6,5,4,4,4,6,5,6,5,6,2.25,2,1.75,2,2.75,2.25,2,2.25,2.15625,28,2,Male,1,White,12,2, , , ,0,1,2,3,3,2,2,3,2,2,1,4.14,2.83,2.18,1.61,3.42,3.66,2.18,1.6,2.21,2.09,1.91,2.45,2.36,1.98,2.81,2.73,2.02,9.31,3.42,2.58,2.14,4,2.28,9.03,1.99,3.03291666666667,3.03291666666667,5,5,6,6,5,4,6,6,6,6,5,6,2,3,3,4,4,4,2,2,6,3,4,2,5,3,1,2,4,5,5.16666666666667,5.83333333333333,3.33333333333333,3.16666666666667,3.33333333333333,2,3,2,2,2,Moderate,High,Moderate,Moderate,Moderate
934,Chrome,Macintosh,1440x900,2,530,1,3,2.31,1.96,2.17,8.74,14.81,2.84,6.85,2.3,2.45,8.51,2.8,1.56,3.1,1.11,1.63,4.26,8.71,3.89,7.95,34.66,1.18,11.04,9.83,10.2,6.24,1.36,9.81,1.64,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,3,3,3,7,4,4,4,2,4,2,4,4,2,2,3,2,2,3,3,2,3,3,2,3,2,3,4,4,2,2,1,1,4,2,4,2,2,4,3,3,3,4,3,2,3,4,3,3,4,4,4,2,2,6,4,4,4,2,3,3,4,4,2,3,3,3,1,3,4,3,2,3,4,2,3,3,2,4,1,1,4,3,1,5,1,2,2,4,2,3,3,3,4,4,5,2,5,6,6,5,6,6,4,3.25,2.25,2.5,2.5,2,2,2.75,2.65625,18,1,female,2,black,2,1,no, , ,0,3,3,3,3,3,3,2,2,3,1,8.74,14.81,2.84,6.85,2.3,2.45,8.51,2.8,1.56,3.1,1.11,1.63,4.26,8.71,3.89,7.95,33.48,1.18,11.04,9.83,10.2,6.24,1.36,9.81,1.64,6.61375,6.56458333333333,4,3,5,5,5,2,2,2,4,6,5,1,1,4,3,1,4,2,2,1,3,4,5,4,5,4,3,2,2,4,4,3.33333333333333,2.5,3.16666666666667,3.33333333333333,2,1,2,2,2,Moderate,Low,Moderate,Moderate,Moderate
577,Chrome,Windows NT 6.1,1366x768,1,66,1,1,5.74,3.36,3.99,2.64,1.93,1.18,2.35,7.64,2.07,9.32,1.39,1.29,1.7,.83,1.32,1.73,2.35,1.37,3.53,1.89,1.4,1.62,2.73,.95,1.34,.81,3.23,4.26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,6,4,4,5,4,4,3,4,5,4,5,4,4,4,4,3,5,4,4,4,4,4,2,2,3,1,2,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,2,1,1,2,3,4,4,2,6,3,4,5,5,5,5,4,5,4,5,5,3,3,4,5,4,5,5,5,4,4,3,4,5,1,2,4,2,2,1,1,3,5,4,5,3,6,3,4,1,3,6,2,5,6,4,5,6,2,2.25,1.5,2.25,2,1.5,1.5,1.75,1.84375,30,2,Male,1,White,12,2,Thank you!, , ,0,1,3,2,2,2,2,2,1,2,1,2.64,1.93,1.18,2.35,7.64,2.07,9.32,1.39,1.29,1.7,.83,1.32,1.73,2.35,1.37,3.53,1.89,1.4,1.62,2.73,.95,1.34,.81,3.23,4.26,2.42625,2.42625,3,2,2,2,4,1,3,5,6,4,6,2,2,3,3,2,1,2,2,3,2,4,4,3,4,2,3,3,5,3,2.33333333333333,4.33333333333333,2.16666666666667,3,3.33333333333333,1,2,1,2,2,Low,Moderate,Low,Moderate,Moderate
747,MSIE,Windows NT 6.1,1920x1080,2,605,2,4,3.93,7.13,5.12,13.47,4.72,2.9,4.28,1.93,5.47,1.57,3.6,2.97,1.4,5.07,3.73,2.56,3.02,3.06,8.45,1.68,1.72,2.42,2.21,2.97,1.47,1.95,2.48,6.93,1,2,1,3,1,1,2,2,3,2,1,1,1,1,2,2,2,1,3,3,3,3,3,3,3,4,3,5,3,5,3,5,3,5,4,5,3,5,3,5,3,4,5,3,4,5,5,5,5,5,2,3,2,3,1,3,2,3,2,2,2,3,2,3,1,3,3,1,3,2,1,1,1,1,2,3,3,3,3,5,3,3,3,4,3,4,3,4,3,4,3,3,5,3,4,5,5,5,5,3,1,1,2,1,1,2,3,4,4,5,3,2,4,6,3,2,3,5,6,5,5,4,6,6,2.5,2.5,1.5,1.75,3.75,1,1.5,1.5,2,21,2,female,2,black/white,9,1, , , ,0,2,2,1,2,2,2,3,1,2,1,13.47,4.72,2.9,4.28,1.93,5.47,1.57,3.6,2.97,1.4,5.07,3.73,2.56,3.02,3.06,8.45,1.68,1.72,2.42,2.21,2.97,1.47,1.95,2.48,6.93,3.27333333333333,3.27333333333333,4,4,3,3,6,3,3,1,5,4,3,2,2,3,3,2,4,2,3,1,4, ,2,4,3,3,4,4,3,3,3.83333333333333,3,2.66666666666667,2.8,3.33333333333333,2,1,2,2,2,Moderate,Low,Moderate,Moderate,Moderate
542,Safari iPhone,iPhone,375x667,1,5,1,1,3.13,2.56,1.52,5.16,1.66,1.72,1.86,1.72,1.83,2.58,2.24,1.81,1.77,1.27,3.1,2.35,1.74,1.3,2.48,2.68,2.25,1.79,1.65,1.55,1.76,2.12,4.2,2.63,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,3,3,1,3,3,3,1,3,7,5,5,5,5,4,2,5,5,5,4,3,5,4,3,4,2,2,2,4,4,3,2,2,4,1,1,1,1,1,2,3,1,1,1,3,2,2,2,3,2,2,3,3,3,3,3,3,4,2,7,5,5,4,5,4,3,5,5,4,3,4,4,4,3,4,3,3,3,3,4,3,4,3,4,2,1,4,2,3,3,1,5,1,1,4,3,2,2,5,5,3,4,4,6,6,6,5,6,2.5,2,1.25,1.75,2.25,2,2.5,2.25,2.0625,30,2,Female,2,Caucasian and asian,9,1, , , ,0,2,2,3,3,2,1,2,3,2,1,5.16,1.66,1.72,1.86,1.72,1.83,2.58,2.24,1.81,1.77,1.27,3.1,2.35,1.74,1.3,2.48,2.68,2.25,1.79,1.65,1.55,1.76,2.12,4.2,2.63,2.08583333333333,2.08583333333333,5,5,5,4,6,3,5,5,5,5,4,4,2,3,3,4,2,2,3,1,3,3,2,3,3,5,1,5,5,1,4.66666666666667,4.66666666666667,2.66666666666667,2.5,3.33333333333333,2,2,2,1,2,Moderate,Moderate,Moderate,Low,Moderate
776,Chrome,Windows NT 10.0,1536x864,2,506,2,4,3.34,3.83,3.07,3.93,1.26,2.25,1.12,1.65,4.25,2.08,1.97,1.51,1.18,2.21,2.98,5.46,1.62,1.62,3.07,2.64,2.13,7.43,5.06,1.47,4.23,2.08,1.65,1.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,3,2,3,5,5,5,5,5,4,3,4,4,5,5,3,3,5,5,4,4,3,3,3,5,3,3,3,5,1,1,1,1,1,2,2,2,1,1,1,2,2,1,2,2,1,3,3,3,1,3,3,3,1,5,5,5,5,5,3,3,4,5,5,5,4,4,5,5,4,5,3,3,4,5,3,3,3,5,1,1,3,2,2,2,1,3,1,3,4,4,3,5,6,2,5,4,5,6,4,6,5,6,3.5,2.25,4.25,3,2.25,1.75,2,1.5,2.5625,20,1,female,2,white,12,2, , , ,0,3,3,2,2,2,3,2,2,3,1,3.93,1.26,2.25,1.12,1.65,4.25,2.08,1.97,1.51,1.18,2.21,2.98,5.46,1.62,1.62,3.07,2.64,2.13,7.43,5.06,1.47,4.23,2.08,1.65,1.8,2.61333333333333,2.61333333333333,4,5,6,6,1,3,6,4,6,6,6,6,1,2,3,1,1,4,1,5,5,1,1,1,6,5,1,2,4,2,4.16666666666667,5.66666666666667,2,2.33333333333333,3.33333333333333,2,3,1,1,2,Moderate,High,Low,Low,Moderate
518,Firefox,Windows NT 10.0,1366x768,1,175,2,2,1.65,2.13,2.83,2.62,1.73,1.36,1.61,7.7,1.22,1.44,1.46,2.24,5.26,3,1.64,1.8,3.54,5.18,2.98,2.86,1.94,3.06,1.66,4.95,1.98,1.91,2.69,1.43,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,3,3,2,3,3,3,3,2,3,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,4,3,3,5,5,5,5,3,5,1,4,4,4,3,3,4,2,1,2,2,1,1,1,1,3,4,5,5,1,2,2,2,1,1,1,3,2,3,3,4,3,4,5,5,4,4,5,5,6,6,6,6,1.25,1,1,1,1,1,1,1,1.03125,32,3,female,2,white,12,2, , ,1,1,1,1,1,1,1,1,1,1,1,1,2.62,1.73,1.36,1.61,7.7,1.22,1.44,1.46,2.24,5.26,3,1.64,1.8,3.54,5.18,2.98,2.86,1.94,3.06,1.66,4.95,1.98,1.91,2.69,1.43,2.69333333333333,2.69333333333333,6,6,6,6,6,5,6,6,6,6,5,6,2,3,2,4,3,1,1,1,3,2,1,1,4,4,1,2,6,3,5.83333333333333,5.83333333333333,2.5,1.5,3.33333333333333,3,3,2,1,2,High,High,Moderate,Low,Moderate
663,Chrome,Windows NT 10.0,1366x768,1,16,1,1,6.04,3.7,3.31,2.88,1.26,1.05,1.81,1.86,1.34,1.29,2.31,1.15,1.1,1.07,1.17,1.58,1.26,2.63,1.4,4.16,5.99,1.94,1.23,1.18,3.13,1.18,3,1.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,2,3,3,2,1,3,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,4,3,3,4,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,4,5,3,4,4,5,3,3,3,4,2,1,1,2,3,2,3,2,2,3,4,1,1,4,3,5,4,6,4,5,5,6,5,6,6,1.75,2,1, ,2.5,1,2,1,1.61290322580645,36,3,male,1,white,12,2, , , ,0,1, ,1,1,2,1,2,2,1,1,2.88,1.26,1.05,1.81,1.86,1.34,1.29,2.31,1.15,1.1,1.07,1.17,1.58,1.26,2.63,1.4,4.16,5.99,1.94,1.23,1.18,3.13,1.18,3,1.1,1.88291666666667,1.88291666666667,5,4,6,6,3,3,6,6,6,6,6,2,4,5,4,5,4,4,6,3,6,6,5,6,4,3,3,3,4,2,4.5,5.33333333333333,4.33333333333333,5.33333333333333,3.16666666666667,2,3,3,3,2,Moderate,High,High,High,Moderate
654,Chrome,Macintosh,1280x800,2,585,1,3,2.38,1.69,1.1,1.8,1.01,1.02,2.85,6.06,16.67,2.38,1.57,.93,14.98,.85,2.65,7.98,5.75,3.35,4.17,1.48,3.86,1.9,1.66,3.09,1.8,3.37,1.45,1.97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7, , , , , , , , , , , , , , , , , , , ,1, ,1, , ,2,1,1,3,4,5,2,3,2,2,1,1,4,4,5,4,3,3,5,6,6,5,6,6,2.5,1.5,1.5,1,2.25,2,1.75,3,1.9375,22,2,male,1,white,12,2, , , ,0,2,1,3,3,1,2,2,2,2,1,1.8,1.01,1.02,2.85,6.06,16.67,2.38,1.57,.93,14.98,.85,2.65,7.98,5.75,3.35,4.17,1.48,3.86,1.9,1.66,3.09,1.8,3.37,1.45,1.97,3.86666666666667,3.86666666666667,4,3,3,3,4,1,2,5,4,4,3,3,4,6,3,4,3,4,6,4,4,4,3,6,3,4,3,3,4,2,3,3.5,4,4.5,3.16666666666667,1,1,2,2,2,Low,Low,Moderate,Moderate,Moderate
1511,Chrome,Windows NT 6.3,1920x1080,1,118,2,2,14.3,7.62,2.36,4.06,6.17,17.74,5.37,3.54,2.49,9.01,3.63,6.17,3.42,1.43,3.01,3.79,17.1,2.99,2.33,14.57,22.49,2.62,3.7,2.39,2.55,12.67,2.32,3.76,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,4,4,4,4,3,2,5,1,1,5,1,1,1,1,1,1,1,1,1,1,2,2,3,2,1,2,2,1,2,3,4,1,5,5,1,4,5,5,5,5,5,5,4,4,4,5,4,4,5,5,4,4,4,4,3,4,5,5,5,5,1,2,2,1,1,2,1,5,3,3,5,4,3,2,6,4,4,4,3,5,6,5,6,6,2.5,3.75,2.5,2.75,4,2.5,2,2.5,2.8125,27,2,Female,2,Caucasian,12,2, ,6, ,1,2,3,3,3,3,3,3,2,3,1,4.06,6.17,17.74,5.37,3.54,2.49,9.01,3.63,6.17,3.42,1.43,3.01,3.79,17.1,2.99,2.33,14.57,22.49,2.62,3.7,2.39,2.55,12.67,2.32,3.76,6.46916666666667,6.46916666666667,5,4,5,5,4,2,4,3,4,4,5,2,3,5,3,5,2,2,5,5,5,4,3,5,4,4,3,2,2,4,4.16666666666667,3.66666666666667,3.33333333333333,4.5,3.16666666666667,2,1,2,2,2,Moderate,Low,Moderate,Moderate,Moderate
922,Chrome,Windows NT 6.3,1280x720,2,532,2,4,3.8,3.75,4.91,45.76,1.97,2.27,9,1.48,4.04,6.78,3.21,2.91,6.7,1.51,2.14,3.48,44.65,3.46,1.86,3.22,5.64,2.64,3.95,2.82,6.77,4.32,3.15,3.54,2,3,2,1,1,1,1,2,2,2,2,1,2,2,2,2,3,1,3,1,3,2,1,2,2,1,2,3,2,4,3,2,2,3,3,3,2,2,2,2,2,3,3,2,3,3,3,2,3,2,3,2,2,2,2,2,2,3,3,3,2,2,2,4,3,2,3,3,2,3,3,2,3,4,3,2,3,2,2,3,2,1,1,3,3,3,2,2,2,1,1,1,3,1,3,2,2,2,3,2,1,1,3,3,1,3,2,2,3,1,2,2,4,5,4,4,4,5,6,6,5,5,6,6,2.75,2,1.75,2,2.5,1.25,1.5,1.5,1.90625,20,1,Female,2,White,12,2,No, , ,0,2,2,1,2,2,2,2,1,2,1,33.48,1.97,2.27,9,1.48,4.04,6.78,3.21,2.91,6.7,1.51,2.14,3.48,33.48,3.46,1.86,3.22,5.64,2.64,3.95,2.82,6.77,4.32,3.15,3.54,5.47958333333333,5.01416666666667,5,4,5,3,5,3,2,5,3,5,4,2,2,2,2,5,5,4,5,2,4,6,4,6,5,5,1,5,2,1,4.16666666666667,3.5,3.33333333333333,4.5,3.16666666666667,2,1,2,2,2,Moderate,Low,Moderate,Moderate,Moderate
